PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P002,"Food-IAP: Sustainable Land and Water Management Project, Second Additional Financing","Demonstrate improved sustainable land and water management practices aimed at reducing land degradation and enhancing maintenance of biodiversity in selected micro-watersheds, and (b) strengthen spatial planningforidentification of linked watershed investments in the Northern Savannah region of Ghana","Global Environment Facility Trust Fund, World Bank","GEF Trust Fund, WB",Crop production,Yes ,Yes,No,No,"Yes-Biodiversity, climatce change and land degradation",government,"MESTI, EPA, MLNR, MOFA, FSD, SADA, Wildlife Division",Upper East Region,"Builsa South, Kassena Nankana West, Talensi Nabdam, Bawku West","Sanyiga Kasena Gavara Kara Corridor Site, Bulsa Yening Corridor Site, Kalaasa, Kunkorgu, Gbantongo-Agoadabot, Chiana Hills",Completed,2010,2022,https://www.youtube.com/watch?v=4zLtszRi1pQ&t=5s,"Land Management, Climate change",,,,,Farming System,,,,,,,,,,,,,,,,
P002,"Food-IAP: Sustainable Land and Water Management Project, Second Additional Financing","Demonstrate improved sustainable land and water management practices aimed at reducing land degradation and enhancing maintenance of biodiversity in selected micro-watersheds, and (b) strengthen spatial planningforidentification of linked watershed investments in the Northern Savannah region of Ghana","Global Environment Facility Trust Fund, World Bank","GEF Trust Fund, WB",Crop production,Yes ,Yes,No,No,"Yes-Biodiversity, climatce change and land degradation",government,"MESTI, EPA, MLNR, MOFA, FSD, SADA, Wildlife Division",Upper West Region,"Sissala West, Sissala East, Wa East, Daffiama Bussie-Issa","Sumboru Bechausa Corridor Site, Gbele-Mole corridor sites, Chakali Sungmaaluu Corridor Site, - BulKawe Corridor Site 2, Jeffissi, Kunkorgu, Mawbia, Pudo Hills, Chiana Hills, Bepona, Kulpawn tributaries, Ambalara
",Completed,2010,2022,https://www.youtube.com/watch?v=4zLtszRi1pQ&t=5s,"Land Management, Climate change",,,,,Farming System,,,,,,,,,,,,,,,,
P002,"Food-IAP: Sustainable Land and Water Management Project, Second Additional Financing","Demonstrate improved sustainable land and water management practices aimed at reducing land degradation and enhancing maintenance of biodiversity in selected micro-watersheds, and (b) strengthen spatial planningforidentification of linked watershed investments in the Northern Savannah region of Ghana","Global Environment Facility Trust Fund, World Bank","GEF Trust Fund, WB",Crop production,Yes ,Yes,No,No,"Yes-Biodiversity, climatce change and land degradation",government,"MESTI, EPA, MLNR, MOFA, FSD, SADA, Wildlife Division",Northern Region,"West Mamprussi, Mamprugu Moaduri, West Gonja, Sawla-Tuna-Kalba","Moagduri Wuntanluri Kuwesaasi Corridor Site, Gbele-Mole corridor sites, Gbango, Sissili North, Sissili cetral",Completed,2010,2022,https://www.youtube.com/watch?v=4zLtszRi1pQ&t=5s,"Land Management, Climate change",,,,,Farming System,,,,,,,,,,,,,,,,
P033,Feed the Future (FtF) Ghana Agriculture and Natural Resource Management (AgNRM) Project,Assisted farmers to scale up adoption of climate smart agriculture practices (CSA) that increased both water and plant nutrient-use efficiencies,the United States Agency for International Development,USAID,Crop Production ,Yes ,Yes ,,,,government,"Winrock Internationa, MOFA and Forestry Commission",Upper East Region,"Builsa, kassena-nankana","Bulsa-Yening, Wuru-Kayoro",Completed,2016,2021,https://pdf.usaid.gov/pdf_docs/PA00TRCB.pdf,,,,,,Institution,,,,,,,,,,,,,,,,
P033,Feed the Future (FtF) Ghana Agriculture and Natural Resource Management (AgNRM) Project,Assisted farmers to scale up adoption of climate smart agriculture practices (CSA) that increased both water and plant nutrient-use efficiencies,the United States Agency for International Development,USAID,Crop Production ,Yes ,Yes ,,,,government,"Winrock Internationa, MOFA and Forestry Commission",Upper West Region,Wa west,"Zukpiri, Wechiau, Kumwusasi",Completed,2016,2021,https://pdf.usaid.gov/pdf_docs/PA00TRCB.pdf,,,,,,Institution,,,,,,,,,,,,,,,,
P033,Feed the Future (FtF) Ghana Agriculture and Natural Resource Management (AgNRM) Project,Assisted farmers to scale up adoption of climate smart agriculture practices (CSA) that increased both water and plant nutrient-use efficiencies,the United States Agency for International Development,USAID,Crop Production ,Yes ,Yes ,,,,government,"Winrock Internationa, MOFA and Forestry Commission",Northern Region,Mamprugu Moagduri District,"Moaduri, Wuntaluri",Completed,2016,2021,https://pdf.usaid.gov/pdf_docs/PA00TRCB.pdf,,,,,,Institution,,,,,,,,,,,,,,,,
P012,Northern Rural Growth Programme (NGRP),"Achieve sustainable agricultural and rural livelihoods and food security for the rural poor particularly those in deprived areas, rural women and other vulnerable groups in its area of operations.","international Fund for Agricultural Development, African Development Bank","IFAD, AfDB",Crop production,Yes ,,,,,government,MoFA,Upper East Region,All districts in the 3 northern regions,,,2009,2016,,,,,,,Farming System,,,,,,,,,,,,,,,,
P012,Northern Rural Growth Programme (NGRP),"Achieve sustainable agricultural and rural livelihoods and food security for the rural poor particularly those in deprived areas, rural women and other vulnerable groups in its area of operations.","international Fund for Agricultural Development, African Development Bank","IFAD, AfDB",Crop production,Yes ,,,,,government,MoFA,Upper West Region,All districts in the 3 northern regions,,,2009,2016,,,,,,,Farming System,,,,,,,,,,,,,,,,
P012,Northern Rural Growth Programme (NGRP),"Achieve sustainable agricultural and rural livelihoods and food security for the rural poor particularly those in deprived areas, rural women and other vulnerable groups in its area of operations.","international Fund for Agricultural Development, African Development Bank","IFAD, AfDB",Crop production,Yes ,,,,,government,MoFA,Northern Region,All districts in the 3 northern regions,,,2009,2016,,,,,,,Farming System,,,,,,,,,,,,,,,,
P012,Northern Rural Growth Programme (NGRP),"Achieve sustainable agricultural and rural livelihoods and food security for the rural poor particularly those in deprived areas, rural women and other vulnerable groups in its area of operations.","international Fund for Agricultural Development, African Development Bank","IFAD, AfDB",Crop production,Yes ,,,,,government,MoFA,Brong Ahafo,"Tain, Pru, Kintampo North, Kintampo South, Sene Districts",,,2009,2016,,,,,,,Farming System,,,,,,,,,,,,,,,,
P145,Validating Fertilizer Recommendations,,,,Fertilizer Production,,,,,,government,MoFA,Upper East Region,"Bawku Municipal, Bawku West, Garu, Tempane, Kasena Nankana West, Bongo, Pusiga Districts.",,,2022,,PFJ 2022: General implementation guidelines for distribution of Fertilizers (mofa.gov.gh),,,,,,Farming System,,,,,,,,,,,,,,,,
P145,Validating Fertilizer Recommendations,,,,Fertilizer Production,,,,,,government,MoFA,Upper West Region,"Sissala West, Sissala East, Nandom, Lambusie, Nadowli Kaleo and Lawra Districts.",,,2022,,PFJ 2022: General implementation guidelines for distribution of Fertilizers (mofa.gov.gh),,,,,,Farming System,,,,,,,,,,,,,,,,
P145,Validating Fertilizer Recommendations,,,,Fertilizer Production,,,,,,government,MoFA,Northern Region,"Saboba, Tatale",,,2022,,PFJ 2022: General implementation guidelines for distribution of Fertilizers (mofa.gov.gh),,,,,,Farming System,,,,,,,,,,,,,,,,
P145,Validating Fertilizer Recommendations,,,,Fertilizer Production,,,,,,government,MoFA,North East Region,"Chereponi, Bunkurugu Nankpanduri Districts
",,,2022,,PFJ 2022: General implementation guidelines for distribution of Fertilizers (mofa.gov.gh),,,,,,Farming System,,,,,,,,,,,,,,,,
P145,Validating Fertilizer Recommendations,,,,Fertilizer Production,,,,,,government,MoFA,Volta Region,"Ketu North, Ketu South, Akatsi North Agortime Ziope, Ho West Districts.",,,2022,,PFJ 2022: General implementation guidelines for distribution of Fertilizers (mofa.gov.gh),,,,,,Farming System,,,,,,,,,,,,,,,,
P018,Upper West Agricultural Development Project,"Increasing agricultural productivity through development, enhancing community and women's participation, increasing access to financial services and loans, developing infrastructure for water management and improving project management.",International Fund for Agricultural Development,IFAD,Crop Production ,Yes ,Yes ,,,,government,MoFA,Upper West Region,,,Completed,1995,2004,https://www.ifad.org/en/-/document/president-s-report-upper-west-agricultural-development-project,,,,,"smallholder farmers, women, microentrepreneurs",Farming System,,,,,,,,,,,,,,,,
P119,Sustainable Land and Water Management Project, The objective of the project is to enhance resilient agricultural systems through crop diversification and food value chain upgrading to include postharvest management activities.,Global Environmental Facility,GEF,land and water management,Yes,Yes,No,No,,government,world bank,Upper West Region,"Sissala West District, Daffiama Bussie Issa District",,Completed,2010,2016,World Bank Document,,"
Aby Toure","Tel : (202) 473-8302
akonate@worldbank.org",,,Fertilizer,,,,,,,,,,,,,,,,
P119,Sustainable Land and Water Management Project, The objective of the project is to enhance resilient agricultural systems through crop diversification and food value chain upgrading to include postharvest management activities.,Global Environmental Facility,GEF,land and water management,Yes,Yes,No,No,,government,world bank,Northern Region,"Mamprugu Moaduri District, Builsa South 
District",,Completed,2010,2016,World Bank Document,,"
Aby Toure","Tel : (202) 473-8302
akonate@worldbank.org",,,Fertilizer,,,,,,,,,,,,,,,,
P119,Sustainable Land and Water Management Project, The objective of the project is to enhance resilient agricultural systems through crop diversification and food value chain upgrading to include postharvest management activities.,Global Environmental Facility,GEF,land and water management,Yes,Yes,No,No,,government,world bank,Upper East Region,Builsa South District,,Completed,2010,2016,World Bank Document,,"
Aby Toure","Tel : (202) 473-8302
akonate@worldbank.org",,,Fertilizer,,,,,,,,,,,,,,,,
P035,Resilience Against Climate Change (REACH): Sustainable Development through Climate Resilient Agricultural Production and Planning Systems,"Aims to address the increasing effects of climate change on the agricultural sector in Northern Ghana, with a particular focus on smallholder farmers","European Union, German Federal Ministry for Economic Cooperation and Development","EU, BMZ",Crop production,Yes ,Yes ,,,Yes-Conservation Agriculture and Agroforestry,ngo,IWMI,Upper West Region,All 11 districts in the Upper West Region,,,2018,2024,,,,,,"1800 smallholder farmers, 38 extension agents",Farming System,,,,,,,,,,,,,,,,
P035,Resilience Against Climate Change (REACH): Sustainable Development through Climate Resilient Agricultural Production and Planning Systems,"Aims to address the increasing effects of climate change on the agricultural sector in Northern Ghana, with a particular focus on smallholder farmers","European Union, German Federal Ministry for Economic Cooperation and Development","EU, BMZ",Crop production,Yes ,Yes ,,,Yes-Conservation Agriculture and Agroforestry,ngo,IWMI,Northern Region,"Mamprugu Moagduri, Sawla-Tuna-Kalba, North Gonja",,,2018,2024,,,,,,"1800 smallholder farmers, 38 extension agents",Farming System,,,,,,,,,,,,,,,,
P035,Resilience Against Climate Change (REACH): Sustainable Development through Climate Resilient Agricultural Production and Planning Systems,"Aims to address the increasing effects of climate change on the agricultural sector in Northern Ghana, with a particular focus on smallholder farmers","European Union, German Federal Ministry for Economic Cooperation and Development","EU, BMZ",Crop production,Yes ,Yes ,,,Yes-Conservation Agriculture and Agroforestry,ngo,IWMI,North East Region,Mamprugu Moagduri ,,,2018,2024,,,,,,"1800 smallholder farmers, 38 extension agents",Farming System,,,,,,,,,,,,,,,,
P035,Resilience Against Climate Change (REACH): Sustainable Development through Climate Resilient Agricultural Production and Planning Systems,"Aims to address the increasing effects of climate change on the agricultural sector in Northern Ghana, with a particular focus on smallholder farmers","European Union, German Federal Ministry for Economic Cooperation and Development","EU, BMZ",Crop production,Yes ,Yes ,,,Yes-Conservation Agriculture and Agroforestry,ngo,IWMI,Savannah Region,"Sawla-Tuna-Kalba, North Gonja",,,2018,2024,,,,,,"1800 smallholder farmers, 38 extension agents",Farming System,,,,,,,,,,,,,,,,
P036,Market-Oriented Agriculture Programme (MOAP-NW),Reinvigorate the agriculture sector by improving the quality and sustainability of the production in the Upper West Region and 3 districts of Northern Region.,"German Federal Ministry for Economic Cooperation and Development, Bill and Melinda Gates Foundation",BMZ,Crop production,,Yes,,,,government,MOFA,Upper West Region,"Daffiama-Bussie-Issa, Jirapa","Fian, Sabuli",Completed,2017,2024,https://www.giz.de/en/worldwide/19450.html,,,,"rice, sorghum, groundnut, soybean, vegetable, mango, and cashew","Farmers, Extension Agents, District Planning and Coordinating Unit ",Farming System,,,,,,,,,,,,,,,,
P036,Market-Oriented Agriculture Programme (MOAP-NW),Reinvigorate the agriculture sector by improving the quality and sustainability of the production in the Upper West Region and 3 districts of Northern Region.,"German Federal Ministry for Economic Cooperation and Development, Bill and Melinda Gates Foundation",BMZ,Crop production,,Yes,,,,government,MOFA,Savannah Region,"North Gonja, Sawla-Tuna-Kalba",,Completed,2017,2024,https://www.giz.de/en/worldwide/19450.html,,,,"rice, sorghum, groundnut, soybean, vegetable, mango, and cashew","Farmers, Extension Agents, District Planning and Coordinating Unit ",Farming System,,,,,,,,,,,,,,,,
P036,Market-Oriented Agriculture Programme (MOAP-NW),Reinvigorate the agriculture sector by improving the quality and sustainability of the production in the Upper West Region and 3 districts of Northern Region.,"German Federal Ministry for Economic Cooperation and Development, Bill and Melinda Gates Foundation",BMZ,Crop production,,Yes,,,,government,MOFA,North East Region,Mampurugu Moagduri,,Completed,2017,2024,https://www.giz.de/en/worldwide/19450.html,,,,"rice, sorghum, groundnut, soybean, vegetable, mango, and cashew","Farmers, Extension Agents, District Planning and Coordinating Unit ",Farming System,,,,,,,,,,,,,,,,
P060,Agricultural Water Management Project (AWMP)," The overall objective of the project is to increase agricultural incomes, promote inclusive,
climate resilient and sustainable economic growth in rural communities of the Programme
Area by 2026. The specific objective is to enable access to productive environment-friendly
infrastructure to contribute to enhanced household incomes and increased trade of
commodities (in a sustainable environment).",,,irrigation infrastructures,Yes ,Yes ,No,Yes,,government,"Ghana Irrigation Development Agency, MoFA ",Upper West Region,,, , , ,,,nil,nil,"productive environment-friendly
infrastructure","The project will directly benefit to an estimated 6,000 households. Targets groups are mainly
smallholder farmers, both men and women.",,,,,,,,,,,,,,,,,
P060,Agricultural Water Management Project (AWMP)," The overall objective of the project is to increase agricultural incomes, promote inclusive,
climate resilient and sustainable economic growth in rural communities of the Programme
Area by 2026. The specific objective is to enable access to productive environment-friendly
infrastructure to contribute to enhanced household incomes and increased trade of
commodities (in a sustainable environment).",,,irrigation infrastructures,Yes ,Yes ,No,Yes,,government,"Ghana Irrigation Development Agency, MoFA ",Savannah Region,,, , , ,,,nil,nil,"productive environment-friendly
infrastructure","The project will directly benefit to an estimated 6,000 households. Targets groups are mainly
smallholder farmers, both men and women.",,,,,,,,,,,,,,,,,
P060,Agricultural Water Management Project (AWMP)," The overall objective of the project is to increase agricultural incomes, promote inclusive,
climate resilient and sustainable economic growth in rural communities of the Programme
Area by 2026. The specific objective is to enable access to productive environment-friendly
infrastructure to contribute to enhanced household incomes and increased trade of
commodities (in a sustainable environment).",,,irrigation infrastructures,Yes ,Yes ,No,Yes,,government,"Ghana Irrigation Development Agency, MoFA ",Northern Region,,, , , ,,,nil,nil,"productive environment-friendly
infrastructure","The project will directly benefit to an estimated 6,000 households. Targets groups are mainly
smallholder farmers, both men and women.",,,,,,,,,,,,,,,,,
P034,Climate-Resilient Agricultural and Food Systems (CRAFS) project,"Building the resilience of women and men by promoting resilient livelihood activities and improving food supply, while regenerating the natural resource base.",Economic Cooperation and Development,,Crop production,,Yes,,,,ngo,"Oxfam and PAS-Garu, PARED, ProNet North and NANDRIDEP.",Upper West Region,"Lawra, Nadowli",,Completed,2015,2018,,,,,,,,,,,,,,,,,,,,,,,
P034,Climate-Resilient Agricultural and Food Systems (CRAFS) project,"Building the resilience of women and men by promoting resilient livelihood activities and improving food supply, while regenerating the natural resource base.",Economic Cooperation and Development,,Crop production,,Yes,,,,ngo,"Oxfam and PAS-Garu, PARED, ProNet North and NANDRIDEP.",Upper East Region,Garu Tempani,,Completed,2015,2018,,,,,,,,,,,,,,,,,,,,,,,
P034,Climate-Resilient Agricultural and Food Systems (CRAFS) project,"Building the resilience of women and men by promoting resilient livelihood activities and improving food supply, while regenerating the natural resource base.",Economic Cooperation and Development,,Crop production,,Yes,,,,ngo,"Oxfam and PAS-Garu, PARED, ProNet North and NANDRIDEP.",Northern Region,East Mamprusi,,Completed,2015,2018,,,,,,,,,,,,,,,,,,,,,,,
P123,Promoting Climate Smart Agriculture in West Africa,"Institutional Capacity Development for Research and 
Development, development and promotion of Climate-resilient cropping systems, adaptation of 
livestock production systems, support to water conservation and irrigation systems, prioritization
of the Action Areas by Stakeholders.",,,,Yes,No,,,,government,UEMOA’s West African Development Bank (BOAD),Upper West Region,,,,2016,2020,https://pubdocs.worldbank.org/en/563381539189534697/1431-PCN-FA-BOAD-ARAA-CLEAN-REVIEW-AOUT-2016.pdf,,Ms Fatoumata T. SANGARE,: +228 22 23 27 96/ ftoure@boad.org,,,,,,,,,,,,,,,,,,,
P123,Promoting Climate Smart Agriculture in West Africa,"Institutional Capacity Development for Research and 
Development, development and promotion of Climate-resilient cropping systems, adaptation of 
livestock production systems, support to water conservation and irrigation systems, prioritization
of the Action Areas by Stakeholders.",,,,Yes,No,,,,government,UEMOA’s West African Development Bank (BOAD),Upper East Region,,,,2016,2020,https://pubdocs.worldbank.org/en/563381539189534697/1431-PCN-FA-BOAD-ARAA-CLEAN-REVIEW-AOUT-2016.pdf,,Ms Fatoumata T. SANGARE,: +228 22 23 27 96/ ftoure@boad.org,,,,,,,,,,,,,,,,,,,
P123,Promoting Climate Smart Agriculture in West Africa,"Institutional Capacity Development for Research and 
Development, development and promotion of Climate-resilient cropping systems, adaptation of 
livestock production systems, support to water conservation and irrigation systems, prioritization
of the Action Areas by Stakeholders.",,,,Yes,No,,,,government,UEMOA’s West African Development Bank (BOAD),Northern Region,,,,2016,2020,https://pubdocs.worldbank.org/en/563381539189534697/1431-PCN-FA-BOAD-ARAA-CLEAN-REVIEW-AOUT-2016.pdf,,Ms Fatoumata T. SANGARE,: +228 22 23 27 96/ ftoure@boad.org,,,,,,,,,,,,,,,,,,,
P124,Land and water Management project,"The Resilient Food System (RFS) project builds upon the existing systems, structures and capacities developed under the SLWMP to improve food security using a landscape and ecosystem approach.",,,,Yes,Yes,No,No,,government,MESTI,Upper West Region,,,,,,ghana_country-factsheet_2019.pdf (resilientfoodsystems.co),,"Isaac Charles Acquah
icacquah@hotmail.com
Kingsley Amoako
kingkwaw@yahoo.com",,,Community,Farming System,,,,,,,,,,,,,,,,
P124,Land and water Management project,"The Resilient Food System (RFS) project builds upon the existing systems, structures and capacities developed under the SLWMP to improve food security using a landscape and ecosystem approach.",,,,Yes,Yes,No,No,,government,MESTI,Upper East Region,,,,,,ghana_country-factsheet_2019.pdf (resilientfoodsystems.co),,"Isaac Charles Acquah
icacquah@hotmail.com
Kingsley Amoako
kingkwaw@yahoo.com",,,Community,Farming System,,,,,,,,,,,,,,,,
P124,Land and water Management project,"The Resilient Food System (RFS) project builds upon the existing systems, structures and capacities developed under the SLWMP to improve food security using a landscape and ecosystem approach.",,,,Yes,Yes,No,No,,government,MESTI,Northern Region,,,,,,ghana_country-factsheet_2019.pdf (resilientfoodsystems.co),,"Isaac Charles Acquah
icacquah@hotmail.com
Kingsley Amoako
kingkwaw@yahoo.com",,,Community,Farming System,,,,,,,,,,,,,,,,
P131,Forest Resources Management Project (FORUM),"The project aims at reducing the degradation of forest resources in the Volta Region through the protection of the remaining natural forest, rehabilitation of degraded forest reserves and the promotion of private woodlot establishment",Africaan Development Fund,ADF,Forestry,,,,,,government,Forestry Commission,Volta Region,,,Completed,,2008,https://fcghana.org/?page_id=1394,,,,,,Farming System,,,,,,,,,,,,,,,,
P013,Volta Region Agricultural Development Project,"Increase agricultural production, boost farm incomes and improve rural living standards",International Fund for Agricultural Development,IFAD,Crop production,,Yes ,,,,government,MOFA,Volta Region,All districts,All communities,Completed,1980,1988,https://projects.worldbank.org/en/projects-operations/project-detail/P000856,,,,,small scale farmers,,,,,,,,,,,,,,,,,
P026,The Ghana Peri-urban Vegetables Value Chain Project (GPVVCP),Improving food security by increasing production and market access for vegetable both for domestic consumption and exports.,Japan Social Development Fund,JSDF,Crop Production/ Irrigation,Yes ,Yes,,,"Yes- Farmer Managed Irrigation Systems Development, Farmer Capacity Development and Support for Productivity Improvement,  Improving Post-Harvest Handling and Market Access, Monitoring and Evaluation, and Knowledge Dissemination and Project
Management and Administration",government,MOFA,Volta Region,"South, North Tongu","Tordzinu, Hikpo, Nutekpo New Bakpa, Hamiditope, Sega Akpokope I & II, Aklusu Saisi",Completed,2016,2020,https://documents1.worldbank.org/curated/en/443991474281065606/pdf/SFG2452-EA-P150369-Box396308B-PUBLIC-Disclosed-9-16-2016.pdf,,,,,smallholder vegetable producers,,,,,,,,,,,,,,,,,
P026,The Ghana Peri-urban Vegetables Value Chain Project (GPVVCP),Improving food security by increasing production and market access for vegetable both for domestic consumption and exports.,Japan Social Development Fund,JSDF,Crop Production/ Irrigation,Yes ,Yes,,,"Yes- Farmer Managed Irrigation Systems Development, Farmer Capacity Development and Support for Productivity Improvement,  Improving Post-Harvest Handling and Market Access, Monitoring and Evaluation, and Knowledge Dissemination and Project
Management and Administration",government,MOFA,Greater Accra,Ada East,Michel Camp,Completed,2016,2020,https://documents1.worldbank.org/curated/en/443991474281065606/pdf/SFG2452-EA-P150369-Box396308B-PUBLIC-Disclosed-9-16-2016.pdf,,,,,smallholder vegetable producers,,,,,,,,,,,,,,,,,
P026,The Ghana Peri-urban Vegetables Value Chain Project (GPVVCP),Improving food security by increasing production and market access for vegetable both for domestic consumption and exports.,Japan Social Development Fund,JSDF,Crop Production/ Irrigation,Yes ,Yes,,,"Yes- Farmer Managed Irrigation Systems Development, Farmer Capacity Development and Support for Productivity Improvement,  Improving Post-Harvest Handling and Market Access, Monitoring and Evaluation, and Knowledge Dissemination and Project
Management and Administration",government,MOFA,Eastern Region,Upper Manya Krobo,,Completed,2016,2020,https://documents1.worldbank.org/curated/en/443991474281065606/pdf/SFG2452-EA-P150369-Box396308B-PUBLIC-Disclosed-9-16-2016.pdf,,,,,smallholder vegetable producers,,,,,,,,,,,,,,,,,
P026,The Ghana Peri-urban Vegetables Value Chain Project (GPVVCP),Improving food security by increasing production and market access for vegetable both for domestic consumption and exports.,Japan Social Development Fund,JSDF,Crop Production/ Irrigation,Yes ,Yes,,,"Yes- Farmer Managed Irrigation Systems Development, Farmer Capacity Development and Support for Productivity Improvement,  Improving Post-Harvest Handling and Market Access, Monitoring and Evaluation, and Knowledge Dissemination and Project
Management and Administration",government,MOFA,Western Region,Ahanta West,"Anoe, Ahanta",Completed,2016,2020,https://documents1.worldbank.org/curated/en/443991474281065606/pdf/SFG2452-EA-P150369-Box396308B-PUBLIC-Disclosed-9-16-2016.pdf,,,,,smallholder vegetable producers,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,Water Management,Yes,Yes,No,No,,government,EPA,Volta Region,"North, South Tongu","Angorsikope, Hikpo",Completed,2007,2011,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Environmental-and-Social-Assessments/ADF-BD-IF-2003-146-EN-MULTINATIONAL-ECOWAS-EIA-MANAGEMENT-WEEDS-PROJECT.PDF,Water Management,,,Fish,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,Water Management,Yes,Yes,No,No,,government,EPA,Greater Accra,"Dangme East, West",Michel Camp,Completed,2007,2011,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Environmental-and-Social-Assessments/ADF-BD-IF-2003-146-EN-MULTINATIONAL-ECOWAS-EIA-MANAGEMENT-WEEDS-PROJECT.PDF,Water Management,,,Fish,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,Water Management,Yes,Yes,No,No,,government,EPA,Eastern Region,"Lower Manya, Asougyaman ",,Completed,2007,2011,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Environmental-and-Social-Assessments/ADF-BD-IF-2003-146-EN-MULTINATIONAL-ECOWAS-EIA-MANAGEMENT-WEEDS-PROJECT.PDF,Water Management,,,Fish,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,Water Management,Yes,Yes,No,No,,government,EPA,Western Region,Jomoro districts.,,Completed,2007,2011,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Environmental-and-Social-Assessments/ADF-BD-IF-2003-146-EN-MULTINATIONAL-ECOWAS-EIA-MANAGEMENT-WEEDS-PROJECT.PDF,Water Management,,,Fish,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,Water Management,Yes,Yes,No,No,,government,EPA,Northern Region,,,Completed,2007,2011,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Environmental-and-Social-Assessments/ADF-BD-IF-2003-146-EN-MULTINATIONAL-ECOWAS-EIA-MANAGEMENT-WEEDS-PROJECT.PDF,Water Management,,,Fish,,,,,,,,,,,,,,,,,,
P043,The Integrated Coastal & Fisheries Governance Initiative (ICFG),"Support the government of Ghana in achieving its development objectives of poverty reduction, food security, sustainable fisheries management and biodiversity conservation. ",,,Aquaculture,Yes ,No,No,No,Yes-FISHERIES,government,"USAID, GLOBAL WATERS, COASTAL RESOURCES CENTER",Western Region,,,Completed,2009,2014,https://www.globalwaters.org/HowWeWork/Activities/integrated-coastal-fisheries-governance-initiative,,NIL,NIL,FISH,producer and community based organizations ,,,,,,,,,,,,,,,,,
P084,Coastal Sustainable Landscapes Project (CSLP) ,"Increasing tree cover, improving livelihoods and increasing awareness of climate change throughout Ghana","United States AID, United States Forest Service","USAID, USFS",Agroforestry,Yes,Yes,No,Yes,,ngo,US ForestService/International Programs.,Western Region,,,Completed,2013,2018,https://pdf.usaid.gov/pdf_docs/PA00T9B5.pdf,Agroforestry,"godoom@usaid.gov , director@cslp-gh.org",,,72 communities,Farming System,No,,Yes,Cover cropping,No,,No,,Village Savings and Loan Associations (VSLAs),,No,,No,,No,
P092,Harvest Alert Tool,help reduce farmer income loss in Ghana by streamlining the process of collecting and transporting fresh fruit bunches.,Solidaridad,,,No,No,No,No,,ngo,Solidaridad West Africa,Western Region,,Ghana,Ongoing,2021,2025,https://www.solidaridadnetwork.org/news/harvest-alert-tool-innovating-for-a-sustainable-supply-chain/,,,,Oil Palm,,,No,,No,,No,,No,,No,,No,,Yes,Training on usage of tool,No,
P096,Enhancing Natural Forest and Agro-Forest Landscape Project – ENFALP,"improve forest and tree management practices by cocoa farmers, CREMA communities and forest reserve managers to reduce forest loss and degradation in selected landscapes in Ghana’s High Forest Zone",Ghana Forest Investment Programme,GFIP,Forestry,Yes,Yes,No,No,,government,Ministry of Lands And Natural Resources,Western Region,,,,,,https://mlnrgfip.com/gfip-projects/,Agroforestry,,,,"12,000 direct and 175,000 in direct",,No,,No,,No,,No,,No,,No,,No,,No,
